 1       22
 2      -11
 3       11
 4       12
 5      -13
 6       13
 7      111
 8      211
 9     -211
10      130
11      321
12     -321
13     2112
14     2212
15    -2212
16      310
17      221
18     3122
19     3222
20     3212
21     3112
22     3322
23     3312
24     3334
25    -2112
26    -3122
27    -3112
28    -3212
29    -3222
30    -3322
31    -3312
32    -3334 
33        0
34     2114
35     2224
36     2214
37     1114
38        0
39        0
40        0
41      113
42      213
43     -213
44        0
45        0
46        0
47        0
48        0
49        0
50        0
51        0
52      223
53      331
54        0
55      333
56        0
57        0
58        0
59        0
60        0
61        0
62        0
63        0
64        0
65        0
66        0
67      443
68   100443
69        0
